time,shoulder_pan_joint,shoulder_lift_joint,elbow_joint,wrist_1_joint,wrist_2_joint,wrist_3_joint,target-POS_X,target-POS_Y,target-POS_Z,target-ROT_X,target-ROT_Y,target-ROT_Z,target-ROT_W
29.0,-0.22880788584007372,-0.8506551741340208,2.2311435244883313,-0.919009564728568,1.3656261440820687,-0.10175182695658884,-0.5685121038623339,-0.055216325466907364,-0.06500985839889077,0.5992508060261927,-0.5990536827557348,-0.3757532569267893,0.37529008321918145
30.0,-0.23021030822453759,-0.8505339001131303,2.2302870963353603,-0.9172728295688335,1.3644709778191642,-0.10258280540050436,-0.568910101947156,-0.05445080285353975,-0.06499864335901051,0.5994137826080737,-0.599212987103404,-0.37550260167213884,0.3750262783373341
31.0,-0.23161273060900145,-0.85041262609224,2.229430668182389,-0.9155360944090991,1.3633158115562598,-0.1034137838444199,-0.5693068872769743,-0.05368428973946659,-0.06498689430114024,0.599575978711836,-0.5993723827891597,-0.3752514728308143,0.37476355831336355
32.0,-0.2330151529934653,-0.8502913520713495,2.228574240029418,-0.9137993592493647,1.3621606452933552,-0.10424476228833543,-0.5697024580115011,-0.05291678810435474,-0.06497461095735929,0.5997373939278907,-0.5995318691444023,-0.3749998733644485,0.3745019241358435
33.0,-0.2344175753779292,-0.8501700780504592,2.227717811876447,-0.9120626240896302,1.3610054790304509,-0.10507574073225097,-0.5700968123142384,-0.05214829993053988,-0.06496179306063526,0.5998980278479015,-0.599691445500145,-0.37474780623684084,0.37424137678618635
34.0,-0.23581999776239307,-0.8500488040295688,2.2268613837234756,-0.9103258889298959,1.3598503127675463,-0.10590671917616651,-0.5704899483524768,-0.05137882720301817,-0.06494844034482572,0.6000578800647848,-0.5998511111870157,-0.3744952744139389,0.37398191723863805
35.0,-0.23722242014685696,-0.8499275300086784,2.2260049555705046,-0.9085891537701615,1.358695146504642,-0.10673769762008203,-0.5708818642972979,-0.05060837190943726,-0.0649345525446797,0.6002169501727103,-0.6000108655352588,-0.37424228086382255,0.3737235464602728
36.0,-0.23862484253132082,-0.849806255987788,2.2251485274175336,-0.906852418610427,1.3575399802417374,-0.10756867606399756,-0.5712725583235759,-0.04983693604008726,-0.06492012939583928,0.6003752377671016,-0.6001707078747353,-0.37398882855668814,0.3734662654109894
37.0,-0.2400272649157847,-0.8496849819668977,2.2242920992645625,-0.9051156834506926,1.356384813978833,-0.1083996545079131,-0.5716620286099776,-0.049064521587891895,-0.0649051706348413,0.6005327424446374,-0.6003306375349254,-0.37373492046483114,0.37321007504350556
38.0,-0.24142968730024855,-0.8495637079460072,2.2234356711115915,-0.9033789482909582,1.3552296477159287,-0.10923063295182864,-0.5720502733389647,-0.04829113054840007,-0.06488967599911925,0.6006894638032515,-0.6004906538449302,-0.37348055956263,0.37295497630335406
39.0,-0.24283210968471244,-0.8494424339251169,2.2225792429586204,-0.9016422131312237,1.3540744814530241,-0.11006161139574416,-0.5724372906967936,-0.04751676491977661,-0.06487364522700415,0.600845401442134,-0.6006507561334715,-0.37322574882652915,0.3727009701288773
40.0,-0.2442345320691763,-0.8493211599042264,2.2217228148056494,-0.8999054779714893,1.3529193151901198,-0.1108925898396597,-0.5728230788735174,-0.046741426702793784,-0.06485707805772664,0.6010005549617315,-0.6008109437288955,-0.3729704912350232,0.3724480574512235
41.0,-0.24563695445364017,-0.8491998858833361,2.220866386652678,-0.898168742811755,1.3517641489272152,-0.11172356828357523,-0.5732076360629866,-0.0459651179008223,-0.06483997423141827,0.6011549239637484,-0.6009712159591726,-0.37271478976864003,0.37219623919434186
42.0,-0.24703937683810406,-0.8490786118624457,2.220009958499707,-0.8964320076520205,1.3506089826643108,-0.11255454672749077,-0.5735909604628493,-0.04518784051982292,-0.06482233348911387,0.6013085080511469,-0.6011315721518994,-0.3724586474099239,0.3719455162749776
43.0,-0.24844179922256793,-0.8489573378415552,2.219153530346736,-0.8946952724922861,1.3494538164014063,-0.11338552517140629,-0.5739730502745541,-0.04440959656833714,-0.06480415557275207,0.6014613068281479,-0.6012920116342999,-0.3722020671434194,0.3716958896026683
44.0,-0.2498442216070318,-0.8488360638206649,2.2182971021937647,-0.8929585373325517,1.348298650138502,-0.11421650361532183,-0.5743539037033495,-0.043630388057478944,-0.0647854402251771,0.6016133199002318,-0.6014525337332277,-0.37194505195565486,0.3714473600797389
45.0,-0.25124664399149566,-0.8487147897997744,2.2174406740407937,-0.8912218021728172,1.3471434838755973,-0.11504748205923736,-0.5747335189582847,-0.04285021700092584,-0.06476618719014104,0.6017645468741392,-0.6016131377751666,-0.3716876048351251,0.37119992860129764
46.0,-0.2526490663759595,-0.8485935157788841,2.2165842458878227,-0.8894850670130828,1.345988317612693,-0.1158784605031529,-0.5751118942522119,-0.04206908541491017,-0.06474639621230469,0.601914987357871,-0.6017738230862322,-0.37142972877227576,0.37095359605523137
47.0,-0.25405148876042344,-0.8484722417579937,2.215727817734851,-0.8877483318533484,1.3448331513497886,-0.11670943894706842,-0.5754890278017852,-0.04128699531821054,-0.06472606703723957,0.6020646409606899,-0.6019345889921742,-0.37117142675948606,0.3707083633222016
